"CLIENT","PURCHASEORDERID","HISTORY_CREATEDBY_EMPLOYEEID","HISTORY_CREATEDAT","HISTORY_CHANGEDBY_EMPLOYEEID","HISTORY_CHANGEDAT","NOTEID","PARTNER_PARTNERID","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","APPROVALSTATUS","CONFIRMSTATUS","ORDERINGSTATUS","INVOICINGSTATUS"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F7A7FB","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20150423","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20150423","","02BD2137-0890-1EEA-A6C2-BB55C1A0C7FB","EUR","1485.12 ","1248.00 ","237.12 ","P","A","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F7C7FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150424","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20150424","","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","EUR","2354.54 ","1978.60 ","375.94 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F7E7FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150425","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20150425","","02BD2137-0890-1EEA-A6C2-BB55C1A0C7FB","EUR","1129.31 ","949.00 ","180.31 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F807FB","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20150426","02BD2137-0890-1EEA-A6C2-BB55C197C7FB","20150426","","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","EUR","2354.54 ","1978.60 ","375.94 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F827FB","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20150427","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20150427","","02BD2137-0890-1EEA-A6C2-BB55C1A107FB","EUR","14575.12 ","12248.00 ","2327.12 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F847FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20150428","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20150428","","02BD2137-0890-1EEA-A6C2-BB55C1A127FB","EUR","2218.14 ","1863.98 ","354.16 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F867FB","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20150429","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20150429","","02BD2137-0890-1EEA-A6C2-BB55C1A027FB","EUR","4044.22 ","3398.50 ","645.72 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F887FB","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20150430","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20150430","","02BD2137-0890-1EEA-A6C2-BB55C1A127FB","EUR","4250.63 ","3571.96 ","678.67 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F8A7FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150501","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20150501","","02BD2137-0890-1EEA-A6C2-BB55C1A067FB","EUR","960.33 ","807.00 ","153.33 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F8C7FB","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20150502","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20150502","","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","EUR","2432.84 ","2044.40 ","388.44 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F8E7FB","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20150503","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20150503","","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","EUR","1553.67 ","1305.60 ","248.07 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F907FB","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20150504","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150504","","02BD2137-0890-1EEA-A6C2-BB55C1A0E7FB","EUR","15709.19 ","13201.00 ","2508.19 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F927FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150505","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150505","","02BD2137-0890-1EEA-A6C2-BB55C1A0C7FB","EUR","819.91 ","689.00 ","130.91 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F947FB","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20150506","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20150506","","02BD2137-0890-1EEA-A6C2-BB55C1A027FB","EUR","808.84 ","679.70 ","129.14 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F967FB","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20150507","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150507","","02BD2137-0890-1EEA-A6C2-BB55C1A067FB","EUR","489.09 ","411.00 ","78.09 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F987FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150508","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150508","","02BD2137-0890-1EEA-A6C2-BB55C1A107FB","EUR","15718.71 ","13209.00 ","2509.71 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F9A7FB","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20150509","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20150509","","02BD2137-0890-1EEA-A6C2-BB55C1A127FB","EUR","9517.53 ","7997.91 ","1519.62 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F9C7FB","02BD2137-0890-1EEA-A6C2-BB55C19B27FB","20150510","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20150510","","02BD2137-0890-1EEA-A6C2-BB55C1A027FB","EUR","744.71 ","625.80 ","118.91 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1F9E7FB","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20150511","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150511","","02BD2137-0890-1EEA-A6C2-BB55C1A0E7FB","EUR","5030.13 ","4227.00 ","803.13 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FA07FB","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20150512","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150512","","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","EUR","1397.06 ","1174.00 ","223.06 ","P","I","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FA27FB","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20150513","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150513","","02BD2137-0890-1EEA-A6C2-BB55C1A067FB","EUR","885.36 ","744.00 ","141.36 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FA47FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20150514","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20150514","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","13224.47 ","11113.00 ","2111.47 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FA67FB","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20150515","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150515","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","12493.73 ","10498.94 ","1994.79 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FA87FB","02BD2137-0890-1EEA-A6C2-BB55C197C7FB","20150516","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20150516","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","11666.69 ","9803.94 ","1862.75 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FAA7FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150517","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150517","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","16561.23 ","13917.00 ","2644.23 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FAC7FB","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20150518","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20150518","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","12515.23 ","10517.00 ","1998.23 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FAE7FB","02BD2137-0890-1EEA-A6C2-BB55C19907FB","20150519","02BD2137-0890-1EEA-A6C2-BB55C19907FB","20150519","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","8368.08 ","7032.00 ","1336.08 ","P","I","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FB07FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150520","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20150520","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","6146.19 ","5164.87 ","981.32 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FB27FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20150521","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150521","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","5720.31 ","4806.98 ","913.33 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FB47FB","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20150522","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20150522","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","4444.17 ","3734.60 ","709.57 ","P","I","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FB67FB","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20150523","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150523","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","3453.38 ","2902.00 ","551.38 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FB87FB","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150524","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20150524","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","8150.94 ","6849.53 ","1301.41 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FBA7FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150525","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150525","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","3040.41 ","2554.97 ","485.44 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FBC7FB","02BD2137-0890-1EEA-A6C2-BB55C19B27FB","20150526","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20150526","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","18986.39 ","15954.94 ","3031.45 ","P","A","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FBE7FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150527","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20150527","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","23408.49 ","19671.00 ","3737.49 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FC07FB","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20150528","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150528","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","12515.23 ","10517.00 ","1998.23 ","P","A","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FC27FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150529","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20150529","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","9971.01 ","8379.00 ","1592.01 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FC47FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150530","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20150530","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","1829.01 ","1536.98 ","292.03 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FC67FB","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150531","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150531","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","5055.11 ","4247.99 ","807.12 ","P","I","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FC87FB","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20150601","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20150601","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","2510.26 ","2109.47 ","400.79 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FCA7FB","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20150602","02BD2137-0890-1EEA-A6C2-BB55C19907FB","20150602","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","3974.12 ","3339.60 ","634.52 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FCC7FB","02BD2137-0890-1EEA-A6C2-BB55C198C7FB","20150603","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150603","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","10329.20 ","8680.00 ","1649.20 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FCE7FB","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150604","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150604","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","2153.64 ","1809.78 ","343.86 ","P","A","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD07FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150605","02BD2137-0890-1EEA-A6C2-BB55C197C7FB","20150605","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","14276.43 ","11997.00 ","2279.43 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD27FB","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20150606","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20150606","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","3592.61 ","3019.00 ","573.61 ","P","I","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD47FB","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150607","02BD2137-0890-1EEA-A6C2-BB55C19AA7FB","20150607","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","14640.47 ","12302.92 ","2337.55 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD67FB","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150608","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150608","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","16748.33 ","14074.23 ","2674.10 ","P","I","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD87FB","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20150609","02BD2137-0890-1EEA-A6C2-BB55C19B27FB","20150609","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","13053.03 ","10968.94 ","2084.09 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FDA7FB","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150610","02BD2137-0890-1EEA-A6C2-BB55C19B27FB","20150610","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","8555.55 ","7189.54 ","1366.01 ","P","A","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FDC7FB","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20150611","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20150611","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","4977.77 ","4183.00 ","794.77 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FDE7FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20150612","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20150612","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","3180.85 ","2672.98 ","507.87 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE07FB","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150613","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150613","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","25366.04 ","21316.00 ","4050.04 ","P","I","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE27FB","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20150614","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20150614","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","3470.00 ","2915.97 ","554.03 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE47FB","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150615","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20150615","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","23589.37 ","19823.00 ","3766.37 ","P","A","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE67FB","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20150616","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150616","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","4444.17 ","3734.60 ","709.57 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE87FB","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150617","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20150617","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","3453.38 ","2902.00 ","551.38 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FEA7FB","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150618","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150618","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","8150.94 ","6849.53 ","1301.41 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FEC7FB","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20150619","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20150619","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","4372.85 ","3674.67 ","698.18 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FEE7FB","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20150620","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150620","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","18986.39 ","15954.94 ","3031.45 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF07FB","02BD2137-0890-1EEA-A6C2-BB55C19847FB","20150621","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20150621","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","23408.49 ","19671.00 ","3737.49 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF27FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150622","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150622","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","12515.23 ","10517.00 ","1998.23 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF47FB","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20150623","02BD2137-0890-1EEA-A6C2-BB55C19B27FB","20150623","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","9971.01 ","8379.00 ","1592.01 ","P","I","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF67FB","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20150624","02BD2137-0890-1EEA-A6C2-BB55C198C7FB","20150624","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","1829.01 ","1536.98 ","292.03 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF87FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150625","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20150625","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","3772.29 ","3169.99 ","602.30 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FFA7FB","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150626","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150626","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","3729.42 ","3133.97 ","595.45 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FFC7FB","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20150627","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150627","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","4878.64 ","4099.70 ","778.94 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FFE7FB","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150628","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20150628","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","9222.50 ","7750.00 ","1472.50 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C20007FB","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20150629","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150629","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","3986.25 ","3349.79 ","636.46 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C20027FB","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20150630","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150630","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","3334.38 ","2802.00 ","532.38 ","P","I","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C20047FB","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20150701","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150701","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","15898.40 ","13360.00 ","2538.40 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C20067FB","02BD2137-0890-1EEA-A6C2-BB55C19B27FB","20150702","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150702","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","14320.39 ","12033.94 ","2286.45 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C20087FB","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20150703","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20150703","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","19189.94 ","16126.00 ","3063.94 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C200A7FB","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20150704","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150704","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","327367.81 ","275099.00 ","52268.81 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C200C7FB","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150705","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20150705","","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","EUR","21399.77 ","17983.00 ","3416.77 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C200E7FB","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20150706","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150706","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","72391.27 ","60833.00 ","11558.27 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C20107FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20150707","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20150707","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","125233.22 ","105238.00 ","19995.22 ","P","I","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C20127FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150708","02BD2137-0890-1EEA-A6C2-BB55C198C7FB","20150708","","02BD2137-0890-1EEA-A6C2-BB55C19E47FB","EUR","11030.11 ","9269.00 ","1761.11 ","P","I","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C20147FB","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20150709","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20150709","","02BD2137-0890-1EEA-A6C2-BB55C19E87FB","EUR","35817.81 ","30099.00 ","5718.81 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C20167FB","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20150710","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150710","","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","EUR","5488.28 ","4612.00 ","876.28 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C20187FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150711","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150711","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","12195.12 ","10248.00 ","1947.12 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C201A7FB","02BD2137-0890-1EEA-A6C2-BB55C197C7FB","20150712","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20150712","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","3505.74 ","2946.00 ","559.74 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C201C7FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150713","02BD2137-0890-1EEA-A6C2-BB55C19847FB","20150713","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","297553.55 ","250045.00 ","47508.55 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C201E7FB","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20150714","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20150714","","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","EUR","2898.84 ","2436.00 ","462.84 ","C","A","S","I","D"
