"CLIENT","HEADER_PURCHASEORDERID","PRODUCT_PRODUCTID","NOTEID","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","QUANTITY","QUANTITYUNIT","DELIVERYDATE"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FCE7FB","HT-2026","","USD","71.38 ","59.98 ","11.40 ","2.000 ","EA","20150916"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FCE7FB","HT-1002","","USD","1868.30 ","1570.00 ","298.30 ","1.000 ","EA","20150912"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD07FB","HT-1603","","JPY","6069.00 ","5100.00 ","969.00 ","3.000 ","EA","20151125"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD07FB","HT-1011","","JPY","8207.43 ","6897.00 ","1310.43 ","3.000 ","EA","20150329"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD27FB","HT-1106","","MXN","121.38 ","102.00 ","19.38 ","3.000 ","EA","20150318"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD27FB","HT-1601","","MXN","3213.00 ","2700.00 ","513.00 ","3.000 ","EA","20150128"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD47FB","HT-2000","","EUR","892.46 ","749.97 ","142.49 ","3.000 ","EA","20150615"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD47FB","HT-1010","","EUR","7136.43 ","5997.00 ","1139.43 ","3.000 ","EA","20150410"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD67FB","HT-1003","","EUR","1963.50 ","1650.00 ","313.50 ","1.000 ","EA","20150828"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD67FB","HT-1101","","EUR","190.16 ","159.80 ","30.36 ","2.000 ","EA","20150911"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD87FB","HT-1101","","EUR","190.16 ","159.80 ","30.36 ","2.000 ","EA","20151004"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FD87FB","HT-2025","","EUR","53.54 ","44.99 ","8.55 ","1.000 ","EA","20150213"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FDA7FB","HT-2025","","EUR","160.61 ","134.97 ","25.64 ","3.000 ","EA","20150726"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FDA7FB","HT-1003","","EUR","1963.50 ","1650.00 ","313.50 ","1.000 ","EA","20150227"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FDC7FB","HT-1106","","MXN","121.38 ","102.00 ","19.38 ","3.000 ","EA","20151203"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FDC7FB","HT-1601","","MXN","3213.00 ","2700.00 ","513.00 ","3.000 ","EA","20151007"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FDE7FB","HT-1007","","USD","1187.62 ","998.00 ","189.62 ","2.000 ","EA","20150429"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FDE7FB","HT-1102","","USD","82.11 ","69.00 ","13.11 ","1.000 ","EA","20151211"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE07FB","HT-1603","","JPY","2023.00 ","1700.00 ","323.00 ","1.000 ","EA","20150404"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE07FB","HT-1011","","JPY","5471.62 ","4598.00 ","873.62 ","2.000 ","EA","20141225"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE27FB","HT-1007","","USD","1781.43 ","1497.00 ","284.43 ","3.000 ","EA","20150309"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE27FB","HT-1102","","USD","82.11 ","69.00 ","13.11 ","1.000 ","EA","20150916"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE47FB","HT-1011","","JPY","5471.62 ","4598.00 ","873.62 ","2.000 ","EA","20150410"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE47FB","HT-1104","","JPY","196.35 ","165.00 ","31.35 ","3.000 ","EA","20150913"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE67FB","HT-1600","","ARS","1428.00 ","1200.00 ","228.00 ","2.000 ","EA","20151128"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE67FB","HT-1022","","ARS","487.90 ","410.00 ","77.90 ","2.000 ","EA","20151004"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE87FB","HT-6100","","EUR","1116.22 ","938.00 ","178.22 ","2.000 ","EA","20151014"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FE87FB","HT-1000","","EUR","2275.28 ","1912.00 ","363.28 ","2.000 ","EA","20151021"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FEA7FB","HT-2026","","USD","71.38 ","59.98 ","11.40 ","2.000 ","EA","20150410"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FEA7FB","HT-1002","","USD","3736.60 ","3140.00 ","596.60 ","2.000 ","EA","20151102"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FEC7FB","HT-1003","","EUR","1963.50 ","1650.00 ","313.50 ","1.000 ","EA","20150329"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FEC7FB","HT-1101","","EUR","285.24 ","239.70 ","45.54 ","3.000 ","EA","20150416"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FEE7FB","HT-1103","","EUR","183.26 ","154.00 ","29.26 ","2.000 ","EA","20150219"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FEE7FB","HT-2000","","EUR","594.98 ","499.98 ","95.00 ","2.000 ","EA","20150420"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF07FB","HT-1104","","JPY","65.45 ","55.00 ","10.45 ","1.000 ","EA","20151029"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF07FB","HT-1603","","JPY","6069.00 ","5100.00 ","969.00 ","3.000 ","EA","20150317"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF27FB","HT-1603","","JPY","2023.00 ","1700.00 ","323.00 ","1.000 ","EA","20150612"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF27FB","HT-1011","","JPY","5471.62 ","4598.00 ","873.62 ","2.000 ","EA","20150417"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF47FB","HT-1601","","MXN","3213.00 ","2700.00 ","513.00 ","3.000 ","EA","20150314"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF47FB","HT-1021","","MXN","354.62 ","298.00 ","56.62 ","2.000 ","EA","20151105"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF67FB","HT-2001","","USD","1070.98 ","899.98 ","171.00 ","2.000 ","EA","20150417"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF67FB","HT-1007","","USD","593.81 ","499.00 ","94.81 ","1.000 ","EA","20150214"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF87FB","HT-2026","","USD","35.69 ","29.99 ","5.70 ","1.000 ","EA","20150903"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FF87FB","HT-1002","","USD","3736.60 ","3140.00 ","596.60 ","2.000 ","EA","20150510"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FFA7FB","HT-1103","","EUR","274.89 ","231.00 ","43.89 ","3.000 ","EA","20151207"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FFA7FB","HT-2000","","EUR","892.46 ","749.97 ","142.49 ","3.000 ","EA","20150529"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FFC7FB","HT-1600","","ARS","2142.00 ","1800.00 ","342.00 ","3.000 ","EA","20151025"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FFC7FB","HT-1022","","ARS","243.95 ","205.00 ","38.95 ","1.000 ","EA","20150328"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FFE7FB","HT-1091","","EUR","61.88 ","52.00 ","9.88 ","2.000 ","EA","20150922"
"100","02BD2137-0890-1EEA-A6C2-BB55C1FFE7FB","HT-6100","","EUR","1116.22 ","938.00 ","178.22 ","2.000 ","EA","20150517"
"100","02BD2137-0890-1EEA-A6C2-BB55C20007FB","HT-1100","","USD","213.96 ","179.80 ","34.16 ","2.000 ","EA","20150523"
"100","02BD2137-0890-1EEA-A6C2-BB55C20007FB","HT-2026","","USD","35.69 ","29.99 ","5.70 ","1.000 ","EA","20141218"
"100","02BD2137-0890-1EEA-A6C2-BB55C20027FB","HT-1106","","MXN","121.38 ","102.00 ","19.38 ","3.000 ","EA","20150327"
"100","02BD2137-0890-1EEA-A6C2-BB55C20027FB","HT-1601","","MXN","3213.00 ","2700.00 ","513.00 ","3.000 ","EA","20150228"
"100","02BD2137-0890-1EEA-A6C2-BB55C20047FB","HT-1011","","JPY","8207.43 ","6897.00 ","1310.43 ","3.000 ","EA","20151012"
"100","02BD2137-0890-1EEA-A6C2-BB55C20047FB","HT-1104","","JPY","196.35 ","165.00 ","31.35 ","3.000 ","EA","20150607"
"100","02BD2137-0890-1EEA-A6C2-BB55C20067FB","HT-1103","","EUR","274.89 ","231.00 ","43.89 ","3.000 ","EA","20150204"
"100","02BD2137-0890-1EEA-A6C2-BB55C20067FB","HT-2000","","EUR","892.46 ","749.97 ","142.49 ","3.000 ","EA","20150511"
"100","02BD2137-0890-1EEA-A6C2-BB55C20087FB","HT-1061","","EUR","8.33 ","7.00 ","1.33 ","1.000 ","EA","20151114"
"100","02BD2137-0890-1EEA-A6C2-BB55C20087FB","HT-6130","","EUR","3472.42 ","2918.00 ","554.42 ","2.000 ","EA","20151006"
"100","02BD2137-0890-1EEA-A6C2-BB55C200A7FB","HT-1060","","EUR","21.42 ","18.00 ","3.42 ","2.000 ","EA","20150518"
"100","02BD2137-0890-1EEA-A6C2-BB55C200A7FB","HT-1502","","EUR","29750.00 ","25000.00 ","4750.00 ","1.000 ","EA","20150513"
"100","02BD2137-0890-1EEA-A6C2-BB55C200C7FB","HT-1052","","EUR","606.90 ","510.00 ","96.90 ","3.000 ","EA","20150523"
"100","02BD2137-0890-1EEA-A6C2-BB55C200C7FB","HT-1210","","EUR","2854.81 ","2399.00 ","455.81 ","1.000 ","EA","20150209"
"100","02BD2137-0890-1EEA-A6C2-BB55C200E7FB","HT-1056","","JPY","424.83 ","357.00 ","67.83 ","3.000 ","EA","20151002"
"100","02BD2137-0890-1EEA-A6C2-BB55C200E7FB","HT-1501","","JPY","53550.00 ","45000.00 ","8550.00 ","3.000 ","EA","20150520"
"100","02BD2137-0890-1EEA-A6C2-BB55C20107FB","HT-1501","","JPY","35700.00 ","30000.00 ","5700.00 ","2.000 ","EA","20151202"
"100","02BD2137-0890-1EEA-A6C2-BB55C20107FB","HT-1056","","JPY","141.61 ","119.00 ","22.61 ","1.000 ","EA","20150721"
"100","02BD2137-0890-1EEA-A6C2-BB55C20127FB","HT-1051","","USD","117.81 ","99.00 ","18.81 ","1.000 ","EA","20150807"
"100","02BD2137-0890-1EEA-A6C2-BB55C20127FB","HT-1138","","USD","2882.18 ","2422.00 ","460.18 ","2.000 ","EA","20150207"
"100","02BD2137-0890-1EEA-A6C2-BB55C20147FB","HT-1500","","EUR","17850.00 ","15000.00 ","2850.00 ","3.000 ","EA","20150815"
"100","02BD2137-0890-1EEA-A6C2-BB55C20147FB","HT-1055","","EUR","117.81 ","99.00 ","18.81 ","1.000 ","EA","20151002"
"100","02BD2137-0890-1EEA-A6C2-BB55C20167FB","HT-1042","","EUR","830.62 ","698.00 ","132.62 ","2.000 ","EA","20150928"
"100","02BD2137-0890-1EEA-A6C2-BB55C20167FB","HT-1120","","EUR","928.20 ","780.00 ","148.20 ","3.000 ","EA","20150727"
"100","02BD2137-0890-1EEA-A6C2-BB55C20187FB","HT-1061","","EUR","16.66 ","14.00 ","2.66 ","2.000 ","EA","20150605"
"100","02BD2137-0890-1EEA-A6C2-BB55C20187FB","HT-6130","","EUR","3472.42 ","2918.00 ","554.42 ","2.000 ","EA","20150102"
"100","02BD2137-0890-1EEA-A6C2-BB55C201A7FB","HT-1061","","EUR","16.66 ","14.00 ","2.66 ","2.000 ","EA","20150117"
"100","02BD2137-0890-1EEA-A6C2-BB55C201A7FB","HT-6130","","EUR","3472.42 ","2918.00 ","554.42 ","2.000 ","EA","20141223"
"100","02BD2137-0890-1EEA-A6C2-BB55C201C7FB","HT-1502","","EUR","59500.00 ","50000.00 ","9500.00 ","2.000 ","EA","20150830"
"100","02BD2137-0890-1EEA-A6C2-BB55C201C7FB","HT-1060","","EUR","21.42 ","18.00 ","3.42 ","2.000 ","EA","20150310"
"100","02BD2137-0890-1EEA-A6C2-BB55C201E7FB","HT-1042","","EUR","415.31 ","349.00 ","66.31 ","1.000 ","EA","20150501"
"100","02BD2137-0890-1EEA-A6C2-BB55C201E7FB","HT-1120","","EUR","928.20 ","780.00 ","148.20 ","3.000 ","EA","20141207"
"100","02BD2137-0890-1EEA-A6C2-BB55C20207FB","HT-1052","","EUR","404.60 ","340.00 ","64.60 ","2.000 ","EA","20150624"
"100","02BD2137-0890-1EEA-A6C2-BB55C20207FB","HT-1210","","EUR","5709.62 ","4798.00 ","911.62 ","2.000 ","EA","20150602"
"100","02BD2137-0890-1EEA-A6C2-BB55C20227FB","HT-1501","","JPY","17850.00 ","15000.00 ","2850.00 ","1.000 ","EA","20151121"
"100","02BD2137-0890-1EEA-A6C2-BB55C20227FB","HT-1056","","JPY","424.83 ","357.00 ","67.83 ","3.000 ","EA","20150207"
"100","02BD2137-0890-1EEA-A6C2-BB55C20247FB","HT-1056","","JPY","141.61 ","119.00 ","22.61 ","1.000 ","EA","20150305"
"100","02BD2137-0890-1EEA-A6C2-BB55C20247FB","HT-1501","","JPY","35700.00 ","30000.00 ","5700.00 ","2.000 ","EA","20150109"
"100","02BD2137-0890-1EEA-A6C2-BB55C20267FB","HT-1051","","USD","353.43 ","297.00 ","56.43 ","3.000 ","EA","20150620"
"100","02BD2137-0890-1EEA-A6C2-BB55C20267FB","HT-1138","","USD","2882.18 ","2422.00 ","460.18 ","2.000 ","EA","20150216"
"100","02BD2137-0890-1EEA-A6C2-BB55C20287FB","HT-1120","","EUR","618.80 ","520.00 ","98.80 ","2.000 ","EA","20150522"
"100","02BD2137-0890-1EEA-A6C2-BB55C20287FB","HT-1042","","EUR","415.31 ","349.00 ","66.31 ","1.000 ","EA","20150320"
"100","02BD2137-0890-1EEA-A6C2-BB55C202A7FB","HT-1052","","EUR","202.30 ","170.00 ","32.30 ","1.000 ","EA","20150930"
"100","02BD2137-0890-1EEA-A6C2-BB55C202A7FB","HT-1210","","EUR","5709.62 ","4798.00 ","911.62 ","2.000 ","EA","20141214"
"100","02BD2137-0890-1EEA-A6C2-BB55C202C7FB","HT-1060","","EUR","32.13 ","27.00 ","5.13 ","3.000 ","EA","20150821"
"100","02BD2137-0890-1EEA-A6C2-BB55C202C7FB","HT-1502","","EUR","89250.00 ","75000.00 ","14250.00 ","3.000 ","EA","20150705"
"100","02BD2137-0890-1EEA-A6C2-BB55C202E7FB","HT-1061","","EUR","24.99 ","21.00 ","3.99 ","3.000 ","EA","20151215"
"100","02BD2137-0890-1EEA-A6C2-BB55C202E7FB","HT-6130","","EUR","1736.21 ","1459.00 ","277.21 ","1.000 ","EA","20150518"
"100","02BD2137-0890-1EEA-A6C2-BB55C20307FB","HT-1061","","EUR","16.66 ","14.00 ","2.66 ","2.000 ","EA","20150424"
"100","02BD2137-0890-1EEA-A6C2-BB55C20307FB","HT-6130","","EUR","3472.42 ","2918.00 ","554.42 ","2.000 ","EA","20150419"
"100","02BD2137-0890-1EEA-A6C2-BB55C20327FB","HT-1502","","EUR","59500.00 ","50000.00 ","9500.00 ","2.000 ","EA","20150627"
"100","02BD2137-0890-1EEA-A6C2-BB55C20327FB","HT-1060","","EUR","10.71 ","9.00 ","1.71 ","1.000 ","EA","20150622"
"100","02BD2137-0890-1EEA-A6C2-BB55C20347FB","HT-1056","","JPY","424.83 ","357.00 ","67.83 ","3.000 ","EA","20151228"
"100","02BD2137-0890-1EEA-A6C2-BB55C20347FB","HT-1501","","JPY","53550.00 ","45000.00 ","8550.00 ","3.000 ","EA","20150503"
"100","02BD2137-0890-1EEA-A6C2-BB55C20367FB","HT-1051","","USD","353.43 ","297.00 ","56.43 ","3.000 ","EA","20151023"
"100","02BD2137-0890-1EEA-A6C2-BB55C20367FB","HT-1138","","USD","4323.27 ","3633.00 ","690.27 ","3.000 ","EA","20150806"
"100","02BD2137-0890-1EEA-A6C2-BB55C20387FB","HT-1052","","EUR","606.90 ","510.00 ","96.90 ","3.000 ","EA","20150727"
"100","02BD2137-0890-1EEA-A6C2-BB55C20387FB","HT-1210","","EUR","8564.43 ","7197.00 ","1367.43 ","3.000 ","EA","20141205"
"100","02BD2137-0890-1EEA-A6C2-BB55C203A7FB","HT-1500","","EUR","5950.00 ","5000.00 ","950.00 ","1.000 ","EA","20150329"
"100","02BD2137-0890-1EEA-A6C2-BB55C203A7FB","HT-1055","","EUR","235.62 ","198.00 ","37.62 ","2.000 ","EA","20150308"
"100","02BD2137-0890-1EEA-A6C2-BB55C203C7FB","HT-1500","","EUR","11900.00 ","10000.00 ","1900.00 ","2.000 ","EA","20150422"
"100","02BD2137-0890-1EEA-A6C2-BB55C203C7FB","HT-1055","","EUR","117.81 ","99.00 ","18.81 ","1.000 ","EA","20150824"
"100","02BD2137-0890-1EEA-A6C2-BB55C203E7FB","HT-1500","","EUR","17850.00 ","15000.00 ","2850.00 ","3.000 ","EA","20151021"
"100","02BD2137-0890-1EEA-A6C2-BB55C203E7FB","HT-1055","","EUR","117.81 ","99.00 ","18.81 ","1.000 ","EA","20150113"
"100","02BD2137-0890-1EEA-A6C2-BB55C20407FB","HT-1138","","USD","4323.27 ","3633.00 ","690.27 ","3.000 ","EA","20150610"
"100","02BD2137-0890-1EEA-A6C2-BB55C20407FB","HT-1051","","USD","353.43 ","297.00 ","56.43 ","3.000 ","EA","20150426"
"100","02BD2137-0890-1EEA-A6C2-BB55C20427FB","HT-1042","","EUR","830.62 ","698.00 ","132.62 ","2.000 ","EA","20150624"
"100","02BD2137-0890-1EEA-A6C2-BB55C20427FB","HT-1120","","EUR","309.40 ","260.00 ","49.40 ","1.000 ","EA","20150525"
"100","02BD2137-0890-1EEA-A6C2-BB55C20447FB","HT-1501","","JPY","17850.00 ","15000.00 ","2850.00 ","1.000 ","EA","20150827"
"100","02BD2137-0890-1EEA-A6C2-BB55C20447FB","HT-1056","","JPY","283.22 ","238.00 ","45.22 ","2.000 ","EA","20141217"
"100","02BD2137-0890-1EEA-A6C2-BB55C20467FB","HT-1042","","EUR","1245.93 ","1047.00 ","198.93 ","3.000 ","EA","20150804"
"100","02BD2137-0890-1EEA-A6C2-BB55C20467FB","HT-1120","","EUR","309.40 ","260.00 ","49.40 ","1.000 ","EA","20150524"
"100","02BD2137-0890-1EEA-A6C2-BB55C20487FB","HT-1501","","JPY","35700.00 ","30000.00 ","5700.00 ","2.000 ","EA","20150223"
"100","02BD2137-0890-1EEA-A6C2-BB55C20487FB","HT-1056","","JPY","424.83 ","357.00 ","67.83 ","3.000 ","EA","20150131"
"100","02BD2137-0890-1EEA-A6C2-BB55C204A7FB","HT-6130","","EUR","3472.42 ","2918.00 ","554.42 ","2.000 ","EA","20150103"
"100","02BD2137-0890-1EEA-A6C2-BB55C204A7FB","HT-1061","","EUR","16.66 ","14.00 ","2.66 ","2.000 ","EA","20150425"
"100","02BD2137-0890-1EEA-A6C2-BB55C204C7FB","HT-6130","","EUR","3472.42 ","2918.00 ","554.42 ","2.000 ","EA","20151105"
"100","02BD2137-0890-1EEA-A6C2-BB55C204C7FB","HT-1061","","EUR","16.66 ","14.00 ","2.66 ","2.000 ","EA","20150305"
"100","02BD2137-0890-1EEA-A6C2-BB55C204E7FB","HT-1060","","EUR","21.42 ","18.00 ","3.42 ","2.000 ","EA","20150118"
"100","02BD2137-0890-1EEA-A6C2-BB55C204E7FB","HT-1502","","EUR","59500.00 ","50000.00 ","9500.00 ","2.000 ","EA","20150317"
"100","02BD2137-0890-1EEA-A6C2-BB55C20507FB","HT-1500","","EUR","5950.00 ","5000.00 ","950.00 ","1.000 ","EA","20151017"
"100","02BD2137-0890-1EEA-A6C2-BB55C20507FB","HT-1055","","EUR","353.43 ","297.00 ","56.43 ","3.000 ","EA","20150529"
"100","02BD2137-0890-1EEA-A6C2-BB55C20527FB","HT-1210","","EUR","5709.62 ","4798.00 ","911.62 ","2.000 ","EA","20150911"
"100","02BD2137-0890-1EEA-A6C2-BB55C20527FB","HT-1052","","EUR","404.60 ","340.00 ","64.60 ","2.000 ","EA","20150416"
"100","02BD2137-0890-1EEA-A6C2-BB55C20547FB","HT-1056","","JPY","141.61 ","119.00 ","22.61 ","1.000 ","EA","20151209"
"100","02BD2137-0890-1EEA-A6C2-BB55C20547FB","HT-1501","","JPY","53550.00 ","45000.00 ","8550.00 ","3.000 ","EA","20150625"
"100","02BD2137-0890-1EEA-A6C2-BB55C20567FB","HT-1501","","JPY","17850.00 ","15000.00 ","2850.00 ","1.000 ","EA","20151225"
"100","02BD2137-0890-1EEA-A6C2-BB55C20567FB","HT-1056","","JPY","283.22 ","238.00 ","45.22 ","2.000 ","EA","20150405"
"100","02BD2137-0890-1EEA-A6C2-BB55C20587FB","HT-1138","","USD","4323.27 ","3633.00 ","690.27 ","3.000 ","EA","20150909"
"100","02BD2137-0890-1EEA-A6C2-BB55C20587FB","HT-1051","","USD","235.62 ","198.00 ","37.62 ","2.000 ","EA","20151126"
"100","02BD2137-0890-1EEA-A6C2-BB55C205A7FB","HT-1042","","EUR","830.62 ","698.00 ","132.62 ","2.000 ","EA","20150630"
"100","02BD2137-0890-1EEA-A6C2-BB55C205A7FB","HT-1120","","EUR","309.40 ","260.00 ","49.40 ","1.000 ","EA","20150215"
"100","02BD2137-0890-1EEA-A6C2-BB55C205C7FB","HT-1502","","EUR","29750.00 ","25000.00 ","4750.00 ","1.000 ","EA","20150422"
"100","02BD2137-0890-1EEA-A6C2-BB55C205C7FB","HT-1060","","EUR","21.42 ","18.00 ","3.42 ","2.000 ","EA","20150506"
"100","02BD2137-0890-1EEA-A6C2-BB55C205E7FB","HT-1210","","EUR","8564.43 ","7197.00 ","1367.43 ","3.000 ","EA","20150418"
"100","02BD2137-0890-1EEA-A6C2-BB55C205E7FB","HT-1052","","EUR","606.90 ","510.00 ","96.90 ","3.000 ","EA","20141215"
"100","02BD2137-0890-1EEA-A6C2-BB55C20607FB","HT-6130","","EUR","5208.63 ","4377.00 ","831.63 ","3.000 ","EA","20151229"
"100","02BD2137-0890-1EEA-A6C2-BB55C20607FB","HT-1061","","EUR","8.33 ","7.00 ","1.33 ","1.000 ","EA","20150519"
"100","02BD2137-0890-1EEA-A6C2-BB55C20627FB","HT-1061","","EUR","16.66 ","14.00 ","2.66 ","2.000 ","EA","20150808"
"100","02BD2137-0890-1EEA-A6C2-BB55C20627FB","HT-6130","","EUR","3472.42 ","2918.00 ","554.42 ","2.000 ","EA","20150619"
"100","02BD2137-0890-1EEA-A6C2-BB55C20647FB","HT-1502","","EUR","59500.00 ","50000.00 ","9500.00 ","2.000 ","EA","20150508"
"100","02BD2137-0890-1EEA-A6C2-BB55C20647FB","HT-1060","","EUR","10.71 ","9.00 ","1.71 ","1.000 ","EA","20151011"
"100","02BD2137-0890-1EEA-A6C2-BB55C20667FB","HT-1051","","USD","353.43 ","297.00 ","56.43 ","3.000 ","EA","20150907"
"100","02BD2137-0890-1EEA-A6C2-BB55C20667FB","HT-1138","","USD","4323.27 ","3633.00 ","690.27 ","3.000 ","EA","20151215"
"100","02BD2137-0890-1EEA-A6C2-BB55C20687FB","HT-1056","","JPY","424.83 ","357.00 ","67.83 ","3.000 ","EA","20151023"
"100","02BD2137-0890-1EEA-A6C2-BB55C20687FB","HT-1501","","JPY","53550.00 ","45000.00 ","8550.00 ","3.000 ","EA","20150827"
"100","02BD2137-0890-1EEA-A6C2-BB55C206A7FB","HT-1052","","EUR","606.90 ","510.00 ","96.90 ","3.000 ","EA","20151229"
"100","02BD2137-0890-1EEA-A6C2-BB55C206A7FB","HT-1210","","EUR","8564.43 ","7197.00 ","1367.43 ","3.000 ","EA","20151024"
"100","02BD2137-0890-1EEA-A6C2-BB55C206C7FB","HT-8001","","GBP","1188.81 ","999.00 ","189.81 ","1.000 ","EA","20150208"
"100","02BD2137-0890-1EEA-A6C2-BB55C206C7FB","HT-1031","","GBP","678.30 ","570.00 ","108.30 ","2.000 ","EA","20151027"
"100","02BD2137-0890-1EEA-A6C2-BB55C206E7FB","HT-1030","","EUR","547.40 ","460.00 ","87.40 ","2.000 ","EA","20150925"
"100","02BD2137-0890-1EEA-A6C2-BB55C206E7FB","HT-1111","","EUR","8.21 ","6.90 ","1.31 ","1.000 ","EA","20151214"
"100","02BD2137-0890-1EEA-A6C2-BB55C20707FB","HT-1115","","CAD","149.94 ","126.00 ","23.94 ","3.000 ","EA","20150922"
"100","02BD2137-0890-1EEA-A6C2-BB55C20707FB","AD-1000","","CAD","0.00 ","0.00 ","0.00 ","1.000 ","EA","20150329"
"100","02BD2137-0890-1EEA-A6C2-BB55C20727FB","HT-1032","","EUR","1231.65 ","1035.00 ","196.65 ","3.000 ","EA","20151214"
"100","02BD2137-0890-1EEA-A6C2-BB55C20727FB","HT-1113","","EUR","8.21 ","6.90 ","1.31 ","3.000 ","EA","20151122"
"100","02BD2137-0890-1EEA-A6C2-BB55C20747FB","HT-8002","","EUR","2853.62 ","2398.00 ","455.62 ","2.000 ","EA","20150419"
"100","02BD2137-0890-1EEA-A6C2-BB55C20747FB","HT-1032","","EUR","410.55 ","345.00 ","65.55 ","1.000 ","EA","20141210"
"100","02BD2137-0890-1EEA-A6C2-BB55C20767FB","HT-1114","","USD","82.11 ","69.00 ","13.11 ","1.000 ","EA","20150108"
"100","02BD2137-0890-1EEA-A6C2-BB55C20767FB","HT-8003","","USD","3303.44 ","2776.00 ","527.44 ","2.000 ","EA","20151026"
"100","02BD2137-0890-1EEA-A6C2-BB55C20787FB","HT-1037","","MXN","5105.10 ","4290.00 ","815.10 ","3.000 ","EA","20150805"
"100","02BD2137-0890-1EEA-A6C2-BB55C20787FB","HT-1116","","MXN","42.84 ","36.00 ","6.84 ","1.000 ","EA","20151008"
"100","02BD2137-0890-1EEA-A6C2-BB55C207A7FB","HT-1117","","EUR","90.44 ","76.00 ","14.44 ","2.000 ","EA","20151123"
"100","02BD2137-0890-1EEA-A6C2-BB55C207A7FB","HT-1040","","EUR","2963.10 ","2490.00 ","473.10 ","3.000 ","EA","20150906"
"100","02BD2137-0890-1EEA-A6C2-BB55C207C7FB","HT-1118","","ARS","188.02 ","158.00 ","30.02 ","2.000 ","EA","20150825"
"100","02BD2137-0890-1EEA-A6C2-BB55C207C7FB","HT-1041","","ARS","1166.20 ","980.00 ","186.20 ","2.000 ","EA","20150812"
"100","02BD2137-0890-1EEA-A6C2-BB55C207E7FB","HT-1112","","GBP","92.82 ","78.00 ","14.82 ","2.000 ","EA","20150918"
"100","02BD2137-0890-1EEA-A6C2-BB55C207E7FB","HT-8001","","GBP","2377.62 ","1998.00 ","379.62 ","2.000 ","EA","20151011"
"100","02BD2137-0890-1EEA-A6C2-BB55C20807FB","HT-1111","","EUR","16.42 ","13.80 ","2.62 ","2.000 ","EA","20141211"
"100","02BD2137-0890-1EEA-A6C2-BB55C20807FB","HT-8000","","EUR","1901.62 ","1598.00 ","303.62 ","2.000 ","EA","20141223"
"100","02BD2137-0890-1EEA-A6C2-BB55C20827FB","HT-1040","","EUR","987.70 ","830.00 ","157.70 ","1.000 ","EA","20150803"
"100","02BD2137-0890-1EEA-A6C2-BB55C20827FB","HT-1117","","EUR","135.66 ","114.00 ","21.66 ","3.000 ","EA","20150123"
"100","02BD2137-0890-1EEA-A6C2-BB55C20847FB","AD-1000","","CAD","0.00 ","0.00 ","0.00 ","2.000 ","EA","20151008"
