POHeader_ID,ID,product_productId,noteId,currency_code,grossAmount,netAmount,taxAmount,quantity,quantityUnit,deliveryDate
02BD2137-0890-1EEA-A6C2-BB55C1F967FB,0419A425-0511-46DD-8CF2-60928AC81507,HT-1073,,EUR,85.68,72,13.68,3,EA,2020-04-27
02BD2137-0890-1EEA-A6C2-BB55C1F967FB,7491003A-633E-4720-AEEE-94009255DF3A,HT-6121,,EUR,224.91,189,35.91,3,EA,2020-01-11
02BD2137-0890-1EEA-A6C2-BB55C1F987FB,D72D5D49-D2AE-40C4-A89F-CF5B0D4D4A5C,HT-1085,,DKK,5351.43,4497,854.43,3,EA,2020-02-07
02BD2137-0890-1EEA-A6C2-BB55C1F987FB,01191D62-FB4A-4506-93BF-D94B090BBB14,HT-6101,,DKK,808.01,679,129.01,1,EA,2020-03-26
02BD2137-0890-1EEA-A6C2-BB55C1F9A7FB,5A918CF3-B026-42AB-9E1E-5A74966B867E,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2020-10-19
02BD2137-0890-1EEA-A6C2-BB55C1F9A7FB,C877168E-FDA1-4234-8101-0D2271E1437B,HT-1090,,EUR,92.82,78,14.82,2,EA,2020-12-01
02BD2137-0890-1EEA-A6C2-BB55C1F9C7FB,F0AAC576-540F-4DE2-95D7-FEC8B5B8F357,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2020-12-21
02BD2137-0890-1EEA-A6C2-BB55C1F9C7FB,357BD5EA-0B10-4A65-825C-2115EE64BA37,HT-6123,,ZAR,355.81,299,56.81,1,EA,2020-01-17
02BD2137-0890-1EEA-A6C2-BB55C1F9E7FB,AB5F2E35-CE86-4B2F-86F4-431B67AA3DD5,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2020-02-19
02BD2137-0890-1EEA-A6C2-BB55C1F9E7FB,C036B38F-F338-4851-AD60-AAFB3101F93E,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2020-07-11
02BD2137-0890-1EEA-A6C2-BB55C1FA07FB,785AB57C-B47F-4593-B447-4BA611AE8AE1,HT-6122,,USD,596.19,501,95.19,3,EA,2020-06-17
02BD2137-0890-1EEA-A6C2-BB55C1FA07FB,E3466B33-C7CE-4C12-B2F4-CC850663AB7D,HT-1072,,USD,361.28,303.6,57.68,3,EA,2020-10-05
02BD2137-0890-1EEA-A6C2-BB55C1FA27FB,BE7A26F1-23E1-48AB-91F0-96C083EEBCEC,HT-6121,,EUR,224.91,189,35.91,3,EA,2014-12-18
02BD2137-0890-1EEA-A6C2-BB55C1FA27FB,C801C094-A6BD-4076-90CA-B5EB66F1E646,HT-1073,,EUR,85.68,72,13.68,3,EA,2020-06-18
02BD2137-0890-1EEA-A6C2-BB55C1FA47FB,CDF92F5B-7EE5-4408-B74A-84CFCBFC3C1D,HT-1000,,EUR,1137.64,956,181.64,1,EA,2020-01-13
02BD2137-0890-1EEA-A6C2-BB55C1FA47FB,EBB3BB77-8BBE-4D04-BA59-2E3E062A4985,HT-1091,,EUR,61.88,52,9.88,2,EA,2020-06-30
02BD2137-0890-1EEA-A6C2-BB55C1FA67FB,E26666AC-F48D-42B8-A46A-C6658469A2CD,HT-1100,,USD,213.96,179.8,34.16,2,EA,2020-06-05
02BD2137-0890-1EEA-A6C2-BB55C1FA67FB,69075B75-0AC9-4B7A-B061-2DAAB15600B1,HT-2026,,USD,35.69,29.99,5.7,1,EA,2020-02-27
02BD2137-0890-1EEA-A6C2-BB55C1FA87FB,8029DEBA-5388-45FE-804C-EB47628DF783,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2020-06-03
02BD2137-0890-1EEA-A6C2-BB55C1FA87FB,ADA1DDE5-4494-42C3-8B35-0F2177E0C563,HT-1010,,EUR,2378.81,1999,379.81,1,EA,2020-01-20
02BD2137-0890-1EEA-A6C2-BB55C1FAA7FB,6B2CF098-ACF8-4CA2-9B2E-75893E48A2C0,HT-1104,,JPY,196.35,165,31.35,3,EA,2020-02-01
02BD2137-0890-1EEA-A6C2-BB55C1FAA7FB,CF79EF3D-14B5-4924-8A42-CB479F3FBE51,HT-1603,,JPY,6069,5100,969,3,EA,2020-12-26
02BD2137-0890-1EEA-A6C2-BB55C1FAC7FB,DCAE74AE-31DB-4909-9F6B-E4E6A22392C0,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-09-21
02BD2137-0890-1EEA-A6C2-BB55C1FAC7FB,DF4236A6-AA8D-4A4B-A1AF-87A3EC7D2250,HT-1104,,JPY,65.45,55,10.45,1,EA,2020-06-23
02BD2137-0890-1EEA-A6C2-BB55C1FAE7FB,92C4BB7A-9E6D-46B2-8CCB-29F89DD6C9BF,HT-1601,,MXN,1071,900,171,1,EA,2020-10-09
02BD2137-0890-1EEA-A6C2-BB55C1FAE7FB,8765D8EB-DE27-40DD-842F-9A4110F161C4,HT-1021,,MXN,354.62,298,56.62,2,EA,2020-07-01
02BD2137-0890-1EEA-A6C2-BB55C1FB07FB,EE5273BC-E347-4AC0-BEDD-2062EC678341,HT-1003,,EUR,5890.5,4950,940.5,3,EA,2014-12-14
02BD2137-0890-1EEA-A6C2-BB55C1FB07FB,C3E24AD6-B713-427A-A5D7-1A44AEF1D699,HT-1101,,EUR,95.08,79.9,15.18,1,EA,2020-12-08
02BD2137-0890-1EEA-A6C2-BB55C1FB27FB,6E546315-CBCA-4421-847B-8187AF8D6C0B,HT-1007,,USD,1187.62,998,189.62,2,EA,2020-11-22
02BD2137-0890-1EEA-A6C2-BB55C1FB27FB,AB345422-C3B2-485D-B171-74B93654D5FF,HT-1102,,USD,246.33,207,39.33,3,EA,2020-08-09
02BD2137-0890-1EEA-A6C2-BB55C1FB47FB,573D256D-C5CF-41FA-855D-AEBA4AF2A1BF,HT-1600,,ARS,1428,1200,228,2,EA,2020-03-10
02BD2137-0890-1EEA-A6C2-BB55C1FB47FB,66C9DDE4-5F8E-4FAE-AD08-9265DA1CE370,HT-1022,,ARS,487.9,410,77.9,2,EA,2020-11-28
02BD2137-0890-1EEA-A6C2-BB55C1FB67FB,B7A7C882-ECC1-4E78-B47A-E877994AE7AD,HT-6100,,EUR,1116.22,938,178.22,2,EA,2020-05-19
02BD2137-0890-1EEA-A6C2-BB55C1FB67FB,DDBB5375-7630-4893-BF1B-7420721128B8,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2020-07-31
02BD2137-0890-1EEA-A6C2-BB55C1FB87FB,6F8D87E6-10BA-4DFC-B5B9-6DCA9D092FAC,HT-2026,,USD,71.38,59.98,11.4,2,EA,2020-05-29
02BD2137-0890-1EEA-A6C2-BB55C1FB87FB,B13C3F7F-98E3-4F61-A74C-E819A3D800C2,HT-1002,,USD,3736.6,3140,596.6,2,EA,2020-09-21
02BD2137-0890-1EEA-A6C2-BB55C1FBA7FB,0BB537A0-2BDB-47D3-926D-4C95D8F4F9DC,HT-1007,,USD,593.81,499,94.81,1,EA,2020-07-11
02BD2137-0890-1EEA-A6C2-BB55C1FBA7FB,6E1D4D57-D236-45F0-89CD-7CA4339912AC,HT-1102,,USD,246.33,207,39.33,3,EA,2020-11-07
02BD2137-0890-1EEA-A6C2-BB55C1FBC7FB,460671B3-9B86-4CA8-BA94-D5910BF722E7,HT-1103,,EUR,183.26,154,29.26,2,EA,2020-03-26
02BD2137-0890-1EEA-A6C2-BB55C1FBC7FB,33C775AB-9B52-476C-8E48-E110D52F3DD9,HT-2000,,EUR,594.98,499.98,95,2,EA,2014-12-30
02BD2137-0890-1EEA-A6C2-BB55C1FBE7FB,E0171566-33C7-43B6-9675-29D814AEC455,HT-1104,,JPY,65.45,55,10.45,1,EA,2020-02-23
02BD2137-0890-1EEA-A6C2-BB55C1FBE7FB,1E7FA014-FB62-4DB2-A044-6617B34B2ACB,HT-1603,,JPY,6069,5100,969,3,EA,2020-12-30
02BD2137-0890-1EEA-A6C2-BB55C1FC07FB,EF141F78-A5C6-40B5-9868-917384CD8C20,HT-1603,,JPY,2023,1700,323,1,EA,2020-06-07
02BD2137-0890-1EEA-A6C2-BB55C1FC07FB,262E9B4D-374C-4B20-BA1C-248B77230AAA,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-03-04
02BD2137-0890-1EEA-A6C2-BB55C1FC27FB,A5D82572-38ED-4F32-9138-7181F9DE139E,HT-1601,,MXN,3213,2700,513,3,EA,2020-10-16
02BD2137-0890-1EEA-A6C2-BB55C1FC27FB,E4E2EF96-C168-48FC-BA09-3C7B6DE3C509,HT-1021,,MXN,354.62,298,56.62,2,EA,2020-03-23
02BD2137-0890-1EEA-A6C2-BB55C1FC47FB,A9A90781-18B4-4BCF-AC8A-F6BA2303491A,HT-2001,,USD,1070.98,899.98,171,2,EA,2020-06-02
02BD2137-0890-1EEA-A6C2-BB55C1FC47FB,606D34D0-8B9E-4998-BF08-B402956BF83E,HT-1007,,USD,593.81,499,94.81,1,EA,2020-05-04
02BD2137-0890-1EEA-A6C2-BB55C1FC67FB,A2EA5BAF-EA35-4F97-9A79-DC88FCA78AA0,HT-2000,,EUR,297.49,249.99,47.5,1,EA,2020-03-08
02BD2137-0890-1EEA-A6C2-BB55C1FC67FB,59127C5C-AAFC-4B0F-B6E4-9B57B1ED28C1,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2020-11-15
02BD2137-0890-1EEA-A6C2-BB55C1FC87FB,11263469-DC1B-4353-B951-C06810AB5157,HT-1100,,USD,320.94,269.7,51.24,3,EA,2020-05-22
02BD2137-0890-1EEA-A6C2-BB55C1FC87FB,56F83E54-D22F-4A56-9FFF-0A181A0238B7,HT-2026,,USD,107.06,89.97,17.09,3,EA,2020-02-24
02BD2137-0890-1EEA-A6C2-BB55C1FCA7FB,7345BEE8-FE91-46C7-AB49-E5726A1CBF5A,HT-1600,,ARS,2142,1800,342,3,EA,2020-01-26
02BD2137-0890-1EEA-A6C2-BB55C1FCA7FB,B0827939-46E8-4EB0-A0C5-7D598E248B0B,HT-1022,,ARS,243.95,205,38.95,1,EA,2020-03-14
02BD2137-0890-1EEA-A6C2-BB55C1FCC7FB,9B03800C-8537-4495-9A0F-43F9879E1D11,HT-6100,,EUR,1116.22,938,178.22,2,EA,2020-11-27
02BD2137-0890-1EEA-A6C2-BB55C1FCC7FB,D7D543D3-EF55-4302-BE64-3663F7DC0E09,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2020-07-10
02BD2137-0890-1EEA-A6C2-BB55C1FCE7FB,F6D53E94-F8B1-479E-BABD-DDEB332D7A4F,HT-2026,,USD,71.38,59.98,11.4,2,EA,2020-09-16
02BD2137-0890-1EEA-A6C2-BB55C1FCE7FB,C7218303-80EC-47EA-AD9D-750545AE24F2,HT-1002,,USD,1868.3,1570,298.3,1,EA,2020-09-12
02BD2137-0890-1EEA-A6C2-BB55C1FD07FB,A6CE196D-61D2-4D41-9DED-0BA12A334E21,HT-1603,,JPY,6069,5100,969,3,EA,2020-11-25
02BD2137-0890-1EEA-A6C2-BB55C1FD07FB,41079D6A-4D8E-499F-AD5D-0445D94F8B3E,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2020-03-29
02BD2137-0890-1EEA-A6C2-BB55C1FD27FB,98A7BC47-4844-45D7-9A41-AF0EED2E01D1,HT-1106,,MXN,121.38,102,19.38,3,EA,2020-03-18
02BD2137-0890-1EEA-A6C2-BB55C1FD27FB,55E2FBF7-AEBB-4C95-8533-F1E0DD1D962F,HT-1601,,MXN,3213,2700,513,3,EA,2020-01-28
02BD2137-0890-1EEA-A6C2-BB55C1FD47FB,8820781A-A142-4D56-A344-BAE82846E36A,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2020-06-15
02BD2137-0890-1EEA-A6C2-BB55C1FD47FB,1A4895B9-6021-4D02-8280-032C07FD9072,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2020-04-10
02BD2137-0890-1EEA-A6C2-BB55C1FD67FB,2CB695AC-869D-4690-A647-216B244FB4BE,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2020-08-28
02BD2137-0890-1EEA-A6C2-BB55C1FD67FB,F04819B6-BEED-4C9B-BDB8-F122D7407345,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2020-09-11
02BD2137-0890-1EEA-A6C2-BB55C1FD87FB,C3032284-446F-4BCF-AABF-1587EB7E384B,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2020-10-04
02BD2137-0890-1EEA-A6C2-BB55C1FD87FB,61667AD6-ADDB-4BEC-9596-01B1DD416230,HT-2025,,EUR,53.54,44.99,8.55,1,EA,2020-02-13
02BD2137-0890-1EEA-A6C2-BB55C1FDA7FB,E294C069-8853-44B5-B683-E2BA4C1D107F,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2020-07-26
02BD2137-0890-1EEA-A6C2-BB55C1FDA7FB,D7EBED33-0DA0-4E8A-B7FF-6DDAEC1A6861,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2020-02-27
02BD2137-0890-1EEA-A6C2-BB55C1FDC7FB,2AB33AFD-0BA2-4D56-ADC9-63F850F2FD5E,HT-1106,,MXN,121.38,102,19.38,3,EA,2020-12-03
02BD2137-0890-1EEA-A6C2-BB55C1FDC7FB,61D91660-4280-4000-88A0-A02E99F59B4D,HT-1601,,MXN,3213,2700,513,3,EA,2020-10-07
02BD2137-0890-1EEA-A6C2-BB55C1FDE7FB,FC849584-B293-4043-B839-52FDBA695F87,HT-1007,,USD,1187.62,998,189.62,2,EA,2020-04-29
02BD2137-0890-1EEA-A6C2-BB55C1FDE7FB,4E56E1F1-6A1B-4515-B06D-2262DDA6F895,HT-1102,,USD,82.11,69,13.11,1,EA,2020-12-11
02BD2137-0890-1EEA-A6C2-BB55C1FE07FB,7CB2D954-3165-49E6-9BF7-E745E9DC3390,HT-1603,,JPY,2023,1700,323,1,EA,2020-04-04
02BD2137-0890-1EEA-A6C2-BB55C1FE07FB,2DB7CDD0-8272-4005-BBC5-FB89D1CE4101,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2014-12-25
02BD2137-0890-1EEA-A6C2-BB55C1FE27FB,3BE0D70A-3576-4FFA-AE67-8E4057DD65EC,HT-1007,,USD,1781.43,1497,284.43,3,EA,2020-03-09
02BD2137-0890-1EEA-A6C2-BB55C1FE27FB,1BA68EFD-94F9-478A-B3C1-0E2D2B77C5EC,HT-1102,,USD,82.11,69,13.11,1,EA,2020-09-16
02BD2137-0890-1EEA-A6C2-BB55C1FE47FB,998DC792-818A-43F0-AEFC-C5A7658C7ED4,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-04-10
02BD2137-0890-1EEA-A6C2-BB55C1FE47FB,B657CAE8-204C-463D-BD61-5DF12165E996,HT-1104,,JPY,196.35,165,31.35,3,EA,2020-09-13
02BD2137-0890-1EEA-A6C2-BB55C1FE67FB,F898D228-83E9-4374-8C8F-3A56454B2508,HT-1600,,ARS,1428,1200,228,2,EA,2020-11-28
02BD2137-0890-1EEA-A6C2-BB55C1FE67FB,61622E17-33DC-4CFE-8C50-B98216EAF4F2,HT-1022,,ARS,487.9,410,77.9,2,EA,2020-10-04
02BD2137-0890-1EEA-A6C2-BB55C1FE87FB,73BEAA2F-9B0E-4628-A3C3-39CFC25B9B17,HT-6100,,EUR,1116.22,938,178.22,2,EA,2020-10-14
02BD2137-0890-1EEA-A6C2-BB55C1FE87FB,0CDF25E2-350B-44E1-873D-9E9DF230E88F,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2020-10-21
02BD2137-0890-1EEA-A6C2-BB55C1FEA7FB,8A1FC705-F953-4224-A662-DD6E8B7A5F21,HT-2026,,USD,71.38,59.98,11.4,2,EA,2020-04-10
02BD2137-0890-1EEA-A6C2-BB55C1FEA7FB,62876E37-89E3-45EB-88B0-ACF6E5E0CA62,HT-1002,,USD,3736.6,3140,596.6,2,EA,2020-11-02
02BD2137-0890-1EEA-A6C2-BB55C1FEC7FB,28958F6E-59B3-4E9E-BC03-FA080E821B81,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2020-03-29
02BD2137-0890-1EEA-A6C2-BB55C1FEC7FB,DAEE26F5-00B9-4F97-AC31-63FE90A717D4,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2020-04-16
02BD2137-0890-1EEA-A6C2-BB55C1FEE7FB,4E62E548-65D7-4A20-BC20-F904C448252F,HT-1103,,EUR,183.26,154,29.26,2,EA,2020-02-19
02BD2137-0890-1EEA-A6C2-BB55C1FEE7FB,37988805-4CE5-4AA4-9E2A-7B3E0C3ACF03,HT-2000,,EUR,594.98,499.98,95,2,EA,2020-04-20
02BD2137-0890-1EEA-A6C2-BB55C1FF07FB,3EE9C002-F86C-4AC8-AB31-9ADD8A260316,HT-1104,,JPY,65.45,55,10.45,1,EA,2020-10-29
02BD2137-0890-1EEA-A6C2-BB55C1FF07FB,426FBAEF-65EE-4E6B-B043-2E8435F9AA8B,HT-1603,,JPY,6069,5100,969,3,EA,2020-03-17
02BD2137-0890-1EEA-A6C2-BB55C1FF27FB,5293E228-5801-4183-926E-7A21D070857B,HT-1603,,JPY,2023,1700,323,1,EA,2020-06-12
02BD2137-0890-1EEA-A6C2-BB55C1FF27FB,BF484D1B-3906-4ED2-BC17-7B3301D100A7,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-04-17
02BD2137-0890-1EEA-A6C2-BB55C1FF47FB,AC7CC95C-A04E-47B1-8832-0A111CD28376,HT-1601,,MXN,3213,2700,513,3,EA,2020-03-14
02BD2137-0890-1EEA-A6C2-BB55C1FF47FB,D869A6A5-4B39-4D0D-B910-B682C29531C0,HT-1021,,MXN,354.62,298,56.62,2,EA,2020-11-05
02BD2137-0890-1EEA-A6C2-BB55C1FF67FB,B6493381-5D19-4E1F-B6CC-DE7A14AC33C8,HT-2001,,USD,1070.98,899.98,171,2,EA,2020-04-17
02BD2137-0890-1EEA-A6C2-BB55C1FF67FB,A942B8F8-DB97-4620-83E1-68F642FA4506,HT-1007,,USD,593.81,499,94.81,1,EA,2020-02-14
02BD2137-0890-1EEA-A6C2-BB55C1FF87FB,46BC01F4-2047-4D0A-8BDA-63ECEAA2B1F4,HT-2026,,USD,35.69,29.99,5.7,1,EA,2020-09-03
02BD2137-0890-1EEA-A6C2-BB55C1FF87FB,08E17C1C-AA5A-4DD1-BB28-F0B0BC19C6BC,HT-1002,,USD,3736.6,3140,596.6,2,EA,2020-05-10
02BD2137-0890-1EEA-A6C2-BB55C1FFA7FB,427A537F-ED55-493C-8F9E-896FC4906E7D,HT-1103,,EUR,274.89,231,43.89,3,EA,2020-12-07
02BD2137-0890-1EEA-A6C2-BB55C1FFA7FB,619BD1DF-5AF5-4DEF-BD78-E2BAA7C7CE46,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2020-05-29
02BD2137-0890-1EEA-A6C2-BB55C1FFC7FB,556A6983-4EC8-4592-A7FD-A279952B346B,HT-1600,,ARS,2142,1800,342,3,EA,2020-10-25
02BD2137-0890-1EEA-A6C2-BB55C1FFC7FB,2F736D2F-3A0D-40D8-95E5-ECD3E5DACB5A,HT-1022,,ARS,243.95,205,38.95,1,EA,2020-03-28
02BD2137-0890-1EEA-A6C2-BB55C1FFE7FB,367E90BD-6BCA-4283-9B8D-9F830E42E194,HT-1091,,EUR,61.88,52,9.88,2,EA,2020-09-22
02BD2137-0890-1EEA-A6C2-BB55C1FFE7FB,EE5BD6ED-2CC3-4F46-899F-585222E3C264,HT-6100,,EUR,1116.22,938,178.22,2,EA,2020-05-17
02BD2137-0890-1EEA-A6C2-BB55C20007FB,2F627D12-11C8-4C65-A7A2-4FE0F518859B,HT-1100,,USD,213.96,179.8,34.16,2,EA,2020-05-23
02BD2137-0890-1EEA-A6C2-BB55C20007FB,BA311A6A-8667-479C-80CD-9D2D3E418D0D,HT-2026,,USD,35.69,29.99,5.7,1,EA,2014-12-18
02BD2137-0890-1EEA-A6C2-BB55C20027FB,5FEE6B2F-5561-458B-A677-F56B464DFF5C,HT-1106,,MXN,121.38,102,19.38,3,EA,2020-03-27
02BD2137-0890-1EEA-A6C2-BB55C20027FB,3948A92A-FA8A-4B69-B2A6-23EBF20676EF,HT-1601,,MXN,3213,2700,513,3,EA,2020-02-28
02BD2137-0890-1EEA-A6C2-BB55C20047FB,BB0B6334-FC66-4E64-9E3A-181C8AB568CD,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2020-10-12
02BD2137-0890-1EEA-A6C2-BB55C20047FB,91BE2904-B056-4FED-980D-209DCFA560D5,HT-1104,,JPY,196.35,165,31.35,3,EA,2020-06-07
02BD2137-0890-1EEA-A6C2-BB55C20067FB,24EB327D-3E8E-44B7-AFB1-592DDF7BC166,HT-1103,,EUR,274.89,231,43.89,3,EA,2020-02-04
02BD2137-0890-1EEA-A6C2-BB55C20067FB,8D22FB3E-FF96-4968-B143-A6BAA497C4E2,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2020-05-11
02BD2137-0890-1EEA-A6C2-BB55C20087FB,D7B9E7BB-78A1-44E3-ABBC-5AAFEEE54FA0,HT-1061,,EUR,8.33,7,1.33,1,EA,2020-11-14
02BD2137-0890-1EEA-A6C2-BB55C20087FB,23718083-66DA-481C-AFEF-637AA166F352,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2020-10-06
02BD2137-0890-1EEA-A6C2-BB55C200A7FB,63E4A2DD-5A49-4920-A515-34E67A186BB2,HT-1060,,EUR,21.42,18,3.42,2,EA,2020-05-18
02BD2137-0890-1EEA-A6C2-BB55C200A7FB,7B3A840F-E52A-4EBD-9DD3-52F81ED718D3,HT-1502,,EUR,29750,25000,4750,1,EA,2020-05-13
02BD2137-0890-1EEA-A6C2-BB55C200C7FB,6404156A-76D6-49BB-83D1-CF1922A85415,HT-1052,,EUR,606.9,510,96.9,3,EA,2020-05-23
02BD2137-0890-1EEA-A6C2-BB55C200C7FB,D56716E3-F4FC-4113-8F7C-A5E951C4E4D2,HT-1210,,EUR,2854.81,2399,455.81,1,EA,2020-02-09
02BD2137-0890-1EEA-A6C2-BB55C200E7FB,F27BF1E6-38E8-4734-A9DB-519546F4F7AC,HT-1056,,JPY,424.83,357,67.83,3,EA,2020-10-02
02BD2137-0890-1EEA-A6C2-BB55C200E7FB,720D6EF8-BACB-48E1-B7FD-0C09FC0D7C8C,HT-1501,,JPY,53550,45000,8550,3,EA,2020-05-20
02BD2137-0890-1EEA-A6C2-BB55C20107FB,575CD6CB-4D6E-4C36-8473-CB1D23D7D448,HT-1501,,JPY,35700,30000,5700,2,EA,2020-12-02
02BD2137-0890-1EEA-A6C2-BB55C20107FB,2C31C06A-2D90-4476-B25D-248B55EF3633,HT-1056,,JPY,141.61,119,22.61,1,EA,2020-07-21
02BD2137-0890-1EEA-A6C2-BB55C20127FB,03C68EAF-037F-4B10-9936-AB1931E39F93,HT-1051,,USD,117.81,99,18.81,1,EA,2020-08-07
02BD2137-0890-1EEA-A6C2-BB55C20127FB,2C32A551-1430-40C5-A691-237F8F14E683,HT-1138,,USD,2882.18,2422,460.18,2,EA,2020-02-07
02BD2137-0890-1EEA-A6C2-BB55C20147FB,62634ECF-094D-468F-A830-B4B88E6B0379,HT-1500,,EUR,17850,15000,2850,3,EA,2020-08-15
02BD2137-0890-1EEA-A6C2-BB55C20147FB,97979304-5918-4B87-AE2D-7E80F8A765E0,HT-1055,,EUR,117.81,99,18.81,1,EA,2020-10-02
02BD2137-0890-1EEA-A6C2-BB55C20167FB,572D7F83-7261-46F8-A517-7041EC07CDF0,HT-1042,,EUR,830.62,698,132.62,2,EA,2020-09-28
02BD2137-0890-1EEA-A6C2-BB55C20167FB,3A6C1875-13EC-4A4E-ABA8-093AAC740A7F,HT-1120,,EUR,928.2,780,148.2,3,EA,2020-07-27
02BD2137-0890-1EEA-A6C2-BB55C20187FB,A3DBD710-F131-4973-9DD5-4D9F319484FD,HT-1061,,EUR,16.66,14,2.66,2,EA,2020-06-05
02BD2137-0890-1EEA-A6C2-BB55C20187FB,C987C2E9-2F02-49D4-A555-52874AA49C69,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2020-01-02
02BD2137-0890-1EEA-A6C2-BB55C201A7FB,D483202D-7BD5-4E37-B174-550B6F72D20D,HT-1061,,EUR,16.66,14,2.66,2,EA,2020-01-17
02BD2137-0890-1EEA-A6C2-BB55C201A7FB,B60F0140-A33C-4F1F-AB99-F3B3EC8BB024,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2014-12-23
02BD2137-0890-1EEA-A6C2-BB55C201C7FB,3591E4F1-C3CF-4ABA-B2E4-50ED8CF8999A,HT-1502,,EUR,59500,50000,9500,2,EA,2020-08-30
02BD2137-0890-1EEA-A6C2-BB55C201C7FB,0EE1619D-8020-4CAA-85C1-4BDC1F89043F,HT-1060,,EUR,21.42,18,3.42,2,EA,2020-03-10
02BD2137-0890-1EEA-A6C2-BB55C201E7FB,C660436D-464B-46B6-94A8-17FC53D9DC42,HT-1042,,EUR,415.31,349,66.31,1,EA,2020-05-01
02BD2137-0890-1EEA-A6C2-BB55C201E7FB,CB4D23A0-4E64-425D-AC69-0D42094DB0EF,HT-1120,,EUR,928.2,780,148.2,3,EA,2014-12-07
02BD2137-0890-1EEA-A6C2-BB55C20207FB,C5BA8BBA-05CA-4880-B7E1-4AC56FA73152,HT-1052,,EUR,404.6,340,64.6,2,EA,2020-06-24
02BD2137-0890-1EEA-A6C2-BB55C20207FB,8F12E5E8-501B-4986-991B-94CB454659DD,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2020-06-02
02BD2137-0890-1EEA-A6C2-BB55C20227FB,661318B8-7FC9-4EED-9178-A9B34E2BAED6,HT-1501,,JPY,17850,15000,2850,1,EA,2020-11-21
02BD2137-0890-1EEA-A6C2-BB55C20227FB,1F33BB44-55BE-410A-94E3-CA7821491E8D,HT-1056,,JPY,424.83,357,67.83,3,EA,2020-02-07
02BD2137-0890-1EEA-A6C2-BB55C20247FB,464C7316-0A0B-430A-887A-2601D61FC2F5,HT-1056,,JPY,141.61,119,22.61,1,EA,2020-03-05
02BD2137-0890-1EEA-A6C2-BB55C20247FB,CD111F25-EE2E-4EB3-AC5E-9214FFB69885,HT-1501,,JPY,35700,30000,5700,2,EA,2020-01-09
02BD2137-0890-1EEA-A6C2-BB55C20267FB,B8D6F115-B450-412A-BDD7-2183B77D6A73,HT-1051,,USD,353.43,297,56.43,3,EA,2020-06-20
02BD2137-0890-1EEA-A6C2-BB55C20267FB,209D8623-1192-4045-947B-ED74D80101C8,HT-1138,,USD,2882.18,2422,460.18,2,EA,2020-02-16
02BD2137-0890-1EEA-A6C2-BB55C20287FB,FAF9C1E5-45FA-497D-9AB7-CF6626223DC3,HT-1120,,EUR,618.8,520,98.8,2,EA,2020-05-22
02BD2137-0890-1EEA-A6C2-BB55C20287FB,D16343F7-DD2D-4569-B52C-83D414519F7E,HT-1042,,EUR,415.31,349,66.31,1,EA,2020-03-20
02BD2137-0890-1EEA-A6C2-BB55C202A7FB,E5D42FEE-8163-4450-A132-CE2FCC5CC57E,HT-1052,,EUR,202.3,170,32.3,1,EA,2020-09-30
02BD2137-0890-1EEA-A6C2-BB55C202A7FB,9ADD018A-9DF9-437A-BB44-D77A43D8C312,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2014-12-14
02BD2137-0890-1EEA-A6C2-BB55C202C7FB,2328A510-94E9-4D80-8AB5-A0E4C38FAAE6,HT-1060,,EUR,32.13,27,5.13,3,EA,2020-08-21
02BD2137-0890-1EEA-A6C2-BB55C202C7FB,A8179241-780A-425E-BDE6-EDA18070BC8F,HT-1502,,EUR,89250,75000,14250,3,EA,2020-07-05
